Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
MAPK3	phosphorylates	PPP1R1A	S67	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309	PPP1R1A-P-S67	-2.4378727505005076	0.0873464616892672
MAPK1	phosphorylates	MAPK3	Y204	MAPK1-P-T185-Y187	-2.6232497709993052	0.0725666542149853	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
FN1	phosphorylates	MAPK3	Y204;T202	FN1-G	-23.062014892510394	9.64482141547392E-11	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
QKI	phosphorylates	MAPK3	Y204;T202	QKI-G	-6.022161771062383	0.0024244228787459	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
AP3B1	phosphorylates	MAPK3	Y204;T202	AP3B1-G	-5.814508593080272	0.0029839462991073	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
MAPK3	phosphorylates	GJA1	S279;S255;S282	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309	GJA1-P-S255	-5.499111510252235	0.0040904041065438
MPRIP	phosphorylates	MAPK3	Y204;T202	MPRIP-G	-13.366313638964042	1.56705320936986E-6	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
VCL	phosphorylates	MAPK3	Y204;T202	VCL-G	-13.366313638964042	1.56705320936986E-6	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
VCL	phosphorylates	MAPK3	Y204;T202	VCL-P-Y822	-8.035737457185595	3.236857380425E-4	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
MAPK3	phosphorylates	RUNX2	S280;S43;S503;S24;S314;S312;S298;S28;S340;S275;S294	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309	RUNX2-P-S28	-7.910879867911427	3.667317630871E-4
MAPK3	phosphorylates	APBB1	S347;S287;S175;T709	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309	APBB1-P-T709	-2.6325485009251204	0.071895004082005
FGA	phosphorylates	MAPK3	Y204;T202	FGA-G	-4.580271093798783	0.0102521166344025	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
FGB	phosphorylates	MAPK3	Y204;T202	FGB-G	-5.301544837607539	0.0049838886581327	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
VWF	phosphorylates	MAPK3	Y204;T202	VWF-G	-5.348072307184923	0.004757312803713	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
FGG	phosphorylates	MAPK3	Y204;T202	FGG-G	-6.324481628926186	0.0017918948763053	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
RAP1B	phosphorylates	MAPK3	Y204;T202	RAP1B-G	-4.755109143900019	0.0086076051744075	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
LMNA	phosphorylates	MAPK3	Y204;T202	LMNA-P-S390	-3.891341939902411	0.0204179280130561	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
LMNA	phosphorylates	MAPK3	Y204;T202	LMNA-G	-2.475751452748245	0.0840997695036605	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309
RPS6KA5	phosphorylates	CBX3	S93	RPS6KA5-G	2.350522354280482	0.0953193587341036	CBX3-P-S93	2.315818859745936	0.0986853414536641
XPA	phosphorylates	ATR	S435	XPA-G	5.11051058029707	0.0060330018052334	ATR-P-S435	2.3154796559194453	0.0987188215770757
AKAP12	phosphorylates	ATR	S435	AKAP12-P-S627	-2.316898016089312	0.0985789019841803	ATR-P-S435	2.3154796559194453	0.0987188215770757
FAM20C	phosphorylates	MFGE8	S42	FAM20C-inactive-by-network-sig	-1.0		MFGE8-P-S42	-2.301767072602815	0.100081835506116
LATS1	phosphorylates	SASH1	S407	LATS1-G	-2.436321139216662	0.0874820946424272	SASH1-P-S407	-2.293631707418084	0.100899358702271
MAPK6	phosphorylates	PDLIM5	T417;S137;S313;S111;S360	MAPK6-P-S189	-2.277111842723867	0.102580046601812	PDLIM5-P-S111	-5.174538743962349	0.0056588264799477
PAK2	phosphorylates	MAPK6	S189	PAK2-inactive-by-network-sig	-1.0		MAPK6-P-S189	-2.277111842723867	0.102580046601812
PAK2	phosphorylates	MAPK6	S189	PAK2-P-S197	-3.3295992737490496	0.0358074511786986	MAPK6-P-S189	-2.277111842723867	0.102580046601812
PAK2	phosphorylates	MAPK6	S189	PAK2-P-S141	-2.51889111055659	0.0805488770443742	MAPK6-P-S189	-2.277111842723867	0.102580046601812
MAPK3	phosphorylates	TWIST1	S68	MAPK3-P-T202-Y204	-2.3557698948088084	0.0948204766328309	TWIST1-P-S68	-2.2766701201800177	0.1026253685300669
MAPK1	phosphorylates	TWIST1	S6;S68	MAPK1-P-T185-Y187	-2.6232497709993052	0.0725666542149853	TWIST1-P-S68	-2.2766701201800177	0.1026253685300669
