Source	Relation	Target	Sites	Source data ID	Source change	 Source change pval	Target data ID	Target change	Target change pval
FAM20C	phosphorylates	LAMB1	S1666;S1682;S1496;S1478	FAM20C-active-by-network-sig	1.0		LAMB1-P-S1666	2.651954316533184	0.0705132730597715
PAK2	phosphorylates	PXN	S274;S272	PAK2-P-S141	2.5188911105565848	0.0805488770443746	PXN-P-S272	2.6310323358480443	0.0720040914527442
PAK2	phosphorylates	PXN	S274;S272	PAK2-active-by-network-sig	1.0		PXN-P-S272	2.6310323358480443	0.0720040914527442
PAK2	phosphorylates	PXN	S274;S272	PAK2-P-S197	3.3295992737490527	0.0358074511786985	PXN-P-S272	2.6310323358480443	0.0720040914527442
FAM20C	phosphorylates	APOB	S4048	FAM20C-active-by-network-sig	1.0		APOB-P-S4048	2.6273790764531992	0.0722676221562237
MAPK1	phosphorylates	PPP1R13L	S316;S358;S567;S113;S597;S158;S53;S280;T123;S120;S395;S110;S187;S183	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	PPP1R13L-P-S113	4.284481280741104	0.0137807680173947
TLN1	phosphorylates	MAPK1	T185;Y187	TLN1-G	14.53304193914366	4.87955346114533E-7	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
MAPK1	phosphorylates	PHLDB1	S443;S461	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	PHLDB1-P-S461	2.6527366770107017	0.0704581278363236
MAPK1	phosphorylates	PHLDB1	S443;S461	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	PHLDB1-P-S443	5.438256759526641	0.0043470546310434
QKI	phosphorylates	MAPK1	T185;Y187	QKI-G	6.022161771062383	0.0024244228787459	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
GH1	phosphorylates	MAPK1	T185;Y187	GH1-active-by-network-sig	1.0		MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
GH2	phosphorylates	MAPK1	T185;Y187	GH2-active-by-network-sig	1.0		MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
FN1	phosphorylates	MAPK1	T185;Y187	FN1-G	23.062014892510412	9.64482141547374E-11	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
AP3B1	phosphorylates	MAPK1	T185;Y187	AP3B1-G	5.814508593080272	0.0029839462991073	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
MAPK1	phosphorylates	GJA1	S279;S255;S282	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	GJA1-P-S255	5.49911151025226	0.0040904041065437
MPRIP	phosphorylates	MAPK1	T185;Y187	MPRIP-G	13.36631363896405	1.56705320936985E-6	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
VCL	phosphorylates	MAPK1	T185;Y187	VCL-P-Y822	8.035737457185595	3.236857380425E-4	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
VCL	phosphorylates	MAPK1	T185;Y187	VCL-G	13.36631363896405	1.56705320936985E-6	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
GNB1	phosphorylates	MAPK1	T190;T185;Y187	GNB1-G	3.17195072343502	0.041921740367325	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
MAPK1	phosphorylates	APBB1	S347;S287;S175;T709	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	APBB1-P-T709	2.6325485009251204	0.071895004082005
VWF	phosphorylates	MAPK1	T185;Y187	VWF-G	5.348072307184923	0.004757312803713	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
FGG	phosphorylates	MAPK1	T185;Y187	FGG-G	6.324481628926186	0.0017918948763053	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
FGA	phosphorylates	MAPK1	T185;Y187	FGA-G	4.5802710937987925	0.0102521166344024	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
FGB	phosphorylates	MAPK1	T185;Y187	FGB-G	5.301544837607539	0.0049838886581327	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
LMNA	phosphorylates	MAPK1	T185;Y187	LMNA-G	2.4757514527482436	0.0840997695036606	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
LMNA	phosphorylates	MAPK1	T185;Y187	LMNA-P-S390	3.891341939902416	0.020417928013056	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
RAP1B	phosphorylates	MAPK1	T185;Y187	RAP1B-G	4.755109143900019	0.0086076051744075	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848
MAPK1	phosphorylates	MYLK	S1779	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	MYLK-P-S1779	2.6063463028497313	0.0738037081391733
TBK1	phosphorylates	PPP1R13L	T308;S134;S332;T341;S152	TBK1-G	2.5937573817264807	0.0747386900583219	PPP1R13L-P-T341	3.062903585575123	0.0467517502439432
CDK9	phosphorylates	NCOA2	S469;S487;S499;S493	CDK9-G	-3.301493643775423	0.0368281182100086	NCOA2-P-S493	-2.552919082175214	0.0778540715467874
NCK2	phosphorylates	PAK2	T402;Y130;S141	NCK2-G	5.060488978273677	0.0063424574306602	PAK2-P-S141	2.5188911105565848	0.0805488770443746
EPHB3	phosphorylates	PAK2	T402;S141	EPHB3-G	2.8663099531654175	0.0569085347685706	PAK2-P-S141	2.5188911105565848	0.0805488770443746
EPHB2	phosphorylates	PAK2	T402;S141	EPHB2-G	2.5353729230751143	0.0792321662514873	PAK2-P-S141	2.5188911105565848	0.0805488770443746
NRP1	phosphorylates	PAK2	T402;S141	NRP1-G	9.144232573514241	1.06834187657E-4	PAK2-P-S141	2.5188911105565848	0.0805488770443746
PLXNA1	phosphorylates	PAK2	T402;S141	PLXNA1-G	6.209668853252178	0.0020099029266987	PAK2-P-S141	2.5188911105565848	0.0805488770443746
PLCG1	phosphorylates	PAK2	T402;S141	PLCG1-G	8.236813871449307	2.647263594189E-4	PAK2-P-S141	2.5188911105565848	0.0805488770443746
CDK6	phosphorylates	FLNA	S1459;S2152	CDK6-G	5.019949188223151	0.0066048623055782	FLNA-P-S2152	2.5136965066975137	0.0809683851979194
PPP2R5C	dephosphorylates	RIF1	S2205	PPP2R5C-G	2.4999377361792643	0.0820901097086544	RIF1-P-S2205	-2.6325485009251204	0.071895004082005
MAPK1	phosphorylates	CDC42EP1	S113;S195	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	CDC42EP1-P-S195	2.4887126246891844	0.0830167715534572
MAPK7	phosphorylates	GJA1	S255;S282	MAPK7-G	2.468626980798157	0.0847010754025767	GJA1-P-S255	5.49911151025226	0.0040904041065437
PLXNA3	phosphorylates	DPYSL3	S522	PLXNA3-G	2.382661791516548	0.0923045547441892	DPYSL3-P-S522	4.0254971876706165	0.0178545448865839
PLXNA3	phosphorylates	PAK2	T402;S141	PLXNA3-G	2.382661791516548	0.0923045547441892	PAK2-P-S141	2.5188911105565848	0.0805488770443746
MAPK3	phosphorylates	MYLK	S1779	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313	MYLK-P-S1779	2.6063463028497313	0.0738037081391733
TLN1	phosphorylates	MAPK3	Y204;T202	TLN1-G	14.53304193914366	4.87955346114533E-7	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
GH1	phosphorylates	MAPK3	Y204;T202	GH1-active-by-network-sig	1.0		MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
GH2	phosphorylates	MAPK3	Y204;T202	GH2-active-by-network-sig	1.0		MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
MAPK3	phosphorylates	PPP1R1A	S67	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313	PPP1R1A-P-S67	2.437872750500511	0.0873464616892669
MAPK1	phosphorylates	MAPK3	Y204	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
FN1	phosphorylates	MAPK3	Y204;T202	FN1-G	23.062014892510412	9.64482141547374E-11	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
QKI	phosphorylates	MAPK3	Y204;T202	QKI-G	6.022161771062383	0.0024244228787459	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
AP3B1	phosphorylates	MAPK3	Y204;T202	AP3B1-G	5.814508593080272	0.0029839462991073	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
MAPK3	phosphorylates	GJA1	S279;S255;S282	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313	GJA1-P-S255	5.49911151025226	0.0040904041065437
MPRIP	phosphorylates	MAPK3	Y204;T202	MPRIP-G	13.36631363896405	1.56705320936985E-6	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
VCL	phosphorylates	MAPK3	Y204;T202	VCL-G	13.36631363896405	1.56705320936985E-6	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
VCL	phosphorylates	MAPK3	Y204;T202	VCL-P-Y822	8.035737457185595	3.236857380425E-4	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
MAPK3	phosphorylates	RUNX2	S280;S43;S503;S24;S314;S312;S298;S28;S340;S275;S294	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313	RUNX2-P-S28	7.910879867911427	3.667317630871E-4
MAPK3	phosphorylates	APBB1	S347;S287;S175;T709	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313	APBB1-P-T709	2.6325485009251204	0.071895004082005
FGA	phosphorylates	MAPK3	Y204;T202	FGA-G	4.5802710937987925	0.0102521166344024	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
FGB	phosphorylates	MAPK3	Y204;T202	FGB-G	5.301544837607539	0.0049838886581327	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
VWF	phosphorylates	MAPK3	Y204;T202	VWF-G	5.348072307184923	0.004757312803713	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
FGG	phosphorylates	MAPK3	Y204;T202	FGG-G	6.324481628926186	0.0017918948763053	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
RAP1B	phosphorylates	MAPK3	Y204;T202	RAP1B-G	4.755109143900019	0.0086076051744075	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
LMNA	phosphorylates	MAPK3	Y204;T202	LMNA-P-S390	3.891341939902416	0.020417928013056	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
LMNA	phosphorylates	MAPK3	Y204;T202	LMNA-G	2.4757514527482436	0.0840997695036606	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313
RPS6KA5	phosphorylates	CBX3	S93	RPS6KA5-G	-2.3505223542804874	0.0953193587341031	CBX3-P-S93	-2.3158188597459373	0.098685341453664
XPA	phosphorylates	ATR	S435	XPA-G	-5.11051058029707	0.0060330018052334	ATR-P-S435	-2.3154796559194533	0.0987188215770749
AKAP12	phosphorylates	ATR	S435	AKAP12-P-S627	2.3168980160893096	0.0985789019841805	ATR-P-S435	-2.3154796559194533	0.0987188215770749
FAM20C	phosphorylates	MFGE8	S42	FAM20C-active-by-network-sig	1.0		MFGE8-P-S42	2.3017670726028254	0.100081835506115
LATS1	phosphorylates	SASH1	S407	LATS1-G	2.4363211392166613	0.0874820946424273	SASH1-P-S407	2.293631707418094	0.10089935870227
MAPK6	phosphorylates	PDLIM5	T417;S137;S313;S111;S360	MAPK6-P-S189	2.2771118427238766	0.102580046601811	PDLIM5-P-S111	5.174538743962349	0.0056588264799477
PAK2	phosphorylates	MAPK6	S189	PAK2-active-by-network-sig	1.0		MAPK6-P-S189	2.2771118427238766	0.102580046601811
PAK2	phosphorylates	MAPK6	S189	PAK2-P-S197	3.3295992737490527	0.0358074511786985	MAPK6-P-S189	2.2771118427238766	0.102580046601811
PAK2	phosphorylates	MAPK6	S189	PAK2-P-S141	2.5188911105565848	0.0805488770443746	MAPK6-P-S189	2.2771118427238766	0.102580046601811
MAPK3	phosphorylates	TWIST1	S68	MAPK3-P-T202-Y204	2.3557698948088044	0.0948204766328313	TWIST1-P-S68	2.2766701201800177	0.1026253685300669
MAPK1	phosphorylates	TWIST1	S6;S68	MAPK1-P-T185-Y187	2.6232497709993123	0.0725666542149848	TWIST1-P-S68	2.2766701201800177	0.1026253685300669
